Menu ID,NomeLocale,TipologiaLocale,City,venue_address,venue_city,venue_country,venue_state,venue_rating,Sezione_drink_list,Category Name,Item_Name,Description,Price,ingredients_brand_owner,ingredients_brand,Broad_category,ingredients_categoria,Sub_Category,Ranking_Top4
7727,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,ROB ROY,"Scotch whiskey Monkey Shoulder, vermouth rosso Dante, dash di angostura bitter, amarena semicandita",12,Unknown,Amarena Semicandita,OTHER,Ingredients,Ingredients,NO
7728,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,SOUTH SIDE,"Gin J. Berry, limone fresco, foglie di menta fresca, zucchero di canna brown",12,Unknown,Limone Fresco,OTHER,Ingredients,Ingredients,NO
7729,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,SOUTH SIDE,"Gin J. Berry, limone fresco, foglie di menta fresca, zucchero di canna brown",12,Unknown,Foglie Di Menta Fresca,OTHER,Ingredients,Ingredients,NO
7730,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,SOUTH SIDE,"Gin J. Berry, limone fresco, foglie di menta fresca, zucchero di canna brown",12,Unknown,Zucchero Di Canna Brown,OTHER,Generic Product,Generic Product,NO
7731,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,SIDE CAR,"Cognac Vaudon, curaçao triple sec, limone fresco",12,Unknown,Cura�ao Triple Sec,SPIRITS,Liquori,Liquori,NO
7732,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,SIDE CAR,"Cognac Vaudon, curaçao triple sec, limone fresco",12,Unknown,Limone Fresco,OTHER,Ingredients,Ingredients,NO
7733,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Spritz,Aperitif,VETZ,Bitter chiaroscuro agrumato dell'Oltrepò Pavese,10,Unknown,Bitter Chiaroscuro Agrumato Dell'oltrep� Pavese,SPIRITS,Bitter,Bitter,YES
7734,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Spritz,Aperitif,CORSO ITALIA,Bitter rosso siciliano,10,Unknown,Bitter Rosso Siciliano,SPIRITS,Generic Product,Generic Product,YES
7735,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Spritz,Aperitif,FUSETTI,Bitter rosso meneghino,10,Unknown,Bitter Rosso Meneghino,SPIRITS,Generic Product,Generic Product,YES
7736,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Spritz,Aperitif,RABBIT,Bitter rosso trevigiano al radicchio,10,Unknown,Bitter Rosso Trevigiano Al Radicchio,SPIRITS,Generic Product,Generic Product,YES
7737,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Mocktail Zero Spirit's,Mocktail,GINEPRO PINK,"Distillato di ginepro, vari estratti di botaniche",12,Unknown,Distillato Di Ginepro,SPIRITS,Generic Product,Generic Product,NO
7738,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Mocktail Zero Spirit's,Mocktail,GINEPRO PINK,"Distillato di ginepro, vari estratti di botaniche",12,Unknown,Vari Estratti Di Botaniche,SPIRITS,Generic Product,Generic Product,NO
7739,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Mocktail Zero Spirit's,Mocktail,PETTIROSSO,"succo d'ananas, lime fresco, granatina ai frutti rossi",12,Unknown,Succo D'ananas,OTHER,Generic Product,Generic Product,NO
7740,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Mocktail Zero Spirit's,Mocktail,PETTIROSSO,"succo d'ananas, lime fresco, granatina ai frutti rossi",12,Unknown,Lime Fresco,OTHER,Ingredients,Ingredients,NO
7741,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Mocktail Zero Spirit's,Mocktail,PETTIROSSO,"succo d'ananas, lime fresco, granatina ai frutti rossi",12,Unknown,Granatina Ai Frutti Rossi,OTHER,Ingredients,Ingredients,NO
7742,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,L'angolo dei Gin,Gin,CLASSICO,,12,Antinori,Chianti Classico P�ppoli Antinori 2024,WINE,Wine,Wine,YES
7743,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Signature,Signature_Cocktails,QUEEN ELISABETH,"gin J.Berry, vermouth francese rosso Dolin, limone fresco, estratto ai fiori di sambuco",16,Unknown,Vermouth Francese Rosso Dolin,SPIRITS,Vermouth,Vermouth,NO
7744,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,AMERICANO,"Vermouth rosso Dante, bitter Corso Italia, soda, arancia essiccata",12,Unknown,Vermouth Rosso Dante,SPIRITS,Vermouth,Vermouth,NO
7745,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,BRONX,"Gin J. Berry, vermouth rosso Dante, Noilly Prat, arancia fresca",12,Unknown,Vermouth Rosso Dante,SPIRITS,Vermouth,Vermouth,NO
7746,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,MANHATTAN,"Whiskey Rye Redemption, vermouth rosso Dante, dash di angostura bitter, amarena semicandita",12,Unknown,Vermouth Rosso Dante,SPIRITS,Vermouth,Vermouth,NO
7747,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,MARTINEZ,"Gin J. Berry, vermouth rosso Dante, maraschino, dash di angostura bitter all'arancia, arancia essiccata",12,Unknown,Vermouth Rosso Dante,SPIRITS,Vermouth,Vermouth,NO
7748,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,ROB ROY,"Scotch whiskey Monkey Shoulder, vermouth rosso Dante, dash di angostura bitter, amarena semicandita",12,Unknown,Vermouth Rosso Dante,SPIRITS,Vermouth,Vermouth,NO
7749,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Signature,Signature_Cocktails,PANTERA ROSA,"mezcal Sànchez, vermouth rosso toscano Dante, lime fresco, nettare di agave, estratto ai fiori di sambuco, amarena semicandita, sale al mandarino",16,Unknown,Vermouth Rosso Toscano Dante,SPIRITS,Vermouth,Vermouth,NO
7750,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,Signature,Signature_Cocktails,COCO LOCO,"mezcal Sànchez, vermouth toscano rosso Dante, curaçao triple sec, estratto di jalapegno verde, lime fresco, tabasco McIlhenny, sale al sedano",16,Unknown,Vermouth Toscano Rosso Dante,SPIRITS,Vermouth,Vermouth,NO
7751,Ristorante Fonderie Milanesi,ristoranti,Milano,"Via Giovenale, 7, 20136 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4,I.B.A.Cocktails,Classic_Cocktails,MANHATTAN,"Whiskey Rye Redemption, vermouth rosso Dante, dash di angostura bitter, amarena semicandita",12,Unknown,Whiskey Rye Redemption,SPIRITS,American Whisky,American Whisky,NO
7752,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Bitter Is Better,"BULLDOG GIN, APERITIVO CORDUSIO, SANDEMAN PORTO, MEDITERRANEAN TONIC",22,Unknown,Aperitivo Cordusio,SPIRITS,Aperitivi,Aperitivi,NO
7753,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Do You LIKE IT HOт?,"VOV ZABAIONE, AMARETTO, BALLY AMBRE RUM, KINGSTONE GOLD RUM, FALERNUM",20,Velier,Bally Ambre Rum,SPIRITS,Rum,Rum,NO
7754,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,BARBIE,"RASPBERRY INFUSED STOLICHNAYA VODKA, CHAMBORD, AMARA, MARSHMELLOW, LEMON",20,Brown Forman,Chambord,SPIRITS,Liquori,Liquori,NO
7755,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,AFTER SUNSET,"ESPOLON TEQUILA, NES PASSITO, CHARTREUSE YELLOW, AGAVE, LIME, TONIC WATER",20,Velier,Chartreuse Vep Jaune,SPIRITS,Liquori,Liquori,NO
7756,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,NEW FASHION,"COCOA BEANS WILD TURKEY BOURBON, PIMENTO DRAM, VANILLA, HONEY MIX",19,Unknown,Cocoa Beans Wild Turkey Bourbon,OTHER,Generic Product,Generic Product,NO
7757,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Do You LIKE IT HOт?,"VOV ZABAIONE, AMARETTO, BALLY AMBRE RUM, KINGSTONE GOLD RUM, FALERNUM",20,Unknown,Kingstone Gold Rum,SPIRITS,Rum,Rum,NO
7758,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Orient Express,"Bickens Gin, ELDERFLOWERS, Kiwi, LEMON",19,Campari Group,Bickens London Dry,SPIRITS,Gin,Gin,NO
7759,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Orient Express,"Bickens Gin, ELDERFLOWERS, Kiwi, LEMON",19,Unknown,Elderflowers,OTHER,Ingredients,Ingredients,NO
7760,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Orient Express,"Bickens Gin, ELDERFLOWERS, Kiwi, LEMON",19,Unknown,Kiwi,OTHER,Ingredients,Ingredients,NO
7761,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Orient Express,"Bickens Gin, ELDERFLOWERS, Kiwi, LEMON",19,Unknown,LEMON,OTHER,Ingredients,Ingredients,NO
7762,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Bitter Is Better,"BULLDOG GIN, APERITIVO CORDUSIO, SANDEMAN PORTO, MEDITERRANEAN TONIC",22,Campari Group,Bull Dog,SPIRITS,Gin,Gin,NO
7763,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Bitter Is Better,"BULLDOG GIN, APERITIVO CORDUSIO, SANDEMAN PORTO, MEDITERRANEAN TONIC",22,Unknown,Mediterranean Tonic,SOFT DRINK,Soft Drink,Soft Drink,NO
7764,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,SPICY CLOUD,"CHILLI INFUSED STOLICHNAYA VODKA, NARDINI CEDAR WATER, LEMON, GRAPEFRUIT SODA",19,Molinari Spa,Stolichnaya,SPIRITS,Vodka,Vodka,NO
7765,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,SPICY CLOUD,"CHILLI INFUSED STOLICHNAYA VODKA, NARDINI CEDAR WATER, LEMON, GRAPEFRUIT SODA",19,Velier,Nardini Cedar Water,SPIRITS,Liquori,Liquori,NO
7766,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,SPICY CLOUD,"CHILLI INFUSED STOLICHNAYA VODKA, NARDINI CEDAR WATER, LEMON, GRAPEFRUIT SODA",19,Unknown,LEMON,OTHER,Ingredients,Ingredients,NO
7767,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,SPICY CLOUD,"CHILLI INFUSED STOLICHNAYA VODKA, NARDINI CEDAR WATER, LEMON, GRAPEFRUIT SODA",19,Unknown,Grapefruit Soda,OTHER,Generic Product,Generic Product,NO
7768,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,BARBIE,"RASPBERRY INFUSED STOLICHNAYA VODKA, CHAMBORD, AMARA, MARSHMELLOW, LEMON",20,Molinari Spa,Stolichnaya,SPIRITS,Vodka,Vodka,NO
7769,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,BARBIE,"RASPBERRY INFUSED STOLICHNAYA VODKA, CHAMBORD, AMARA, MARSHMELLOW, LEMON",20,Mancino,Vermouth Rosso Amaranto Mancino,SPIRITS,Vermouth,Vermouth,NO
7770,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,BARBIE,"RASPBERRY INFUSED STOLICHNAYA VODKA, CHAMBORD, AMARA, MARSHMELLOW, LEMON",20,Unknown,Marshmellow,OTHER,Ingredients,Ingredients,NO
7771,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,BARBIE,"RASPBERRY INFUSED STOLICHNAYA VODKA, CHAMBORD, AMARA, MARSHMELLOW, LEMON",20,Unknown,LEMON,OTHER,Ingredients,Ingredients,NO
7772,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,AFTER SUNSET,"ESPOLON TEQUILA, NES PASSITO, CHARTREUSE YELLOW, AGAVE, LIME, TONIC WATER",20,Campari Group,Espol�n Reposado,SPIRITS,Tequila,Tequila,NO
7773,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,AFTER SUNSET,"ESPOLON TEQUILA, NES PASSITO, CHARTREUSE YELLOW, AGAVE, LIME, TONIC WATER",20,Unknown,AGAVE,MIXER,Ingredients,Ingredients,NO
7774,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,AFTER SUNSET,"ESPOLON TEQUILA, NES PASSITO, CHARTREUSE YELLOW, AGAVE, LIME, TONIC WATER",20,Unknown,LIME,OTHER,Ingredients,Ingredients,NO
7775,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,AFTER SUNSET,"ESPOLON TEQUILA, NES PASSITO, CHARTREUSE YELLOW, AGAVE, LIME, TONIC WATER",20,Thomas Henry,Tonic Water,SOFT DRINK,Mixers,Mixers,NO
7776,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,NEW FASHION,"COCOA BEANS WILD TURKEY BOURBON, PIMENTO DRAM, VANILLA, HONEY MIX",19,Unknown,Pimento Dram,OTHER,Ingredients,Ingredients,NO
7777,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,NEW FASHION,"COCOA BEANS WILD TURKEY BOURBON, PIMENTO DRAM, VANILLA, HONEY MIX",19,Unknown,Vanilla,OTHER,Generic Product,Generic Product,NO
7778,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,NEW FASHION,"COCOA BEANS WILD TURKEY BOURBON, PIMENTO DRAM, VANILLA, HONEY MIX",19,Unknown,Honey Mix,OTHER,Ingredients,Ingredients,NO
7779,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Do You LIKE IT HOт?,"VOV ZABAIONE, AMARETTO, BALLY AMBRE RUM, KINGSTONE GOLD RUM, FALERNUM",20,Di Saronno,Amaretto Di Saronno,SPIRITS,Liquori,Liquori,NO
7780,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Do You LIKE IT HOт?,"VOV ZABAIONE, AMARETTO, BALLY AMBRE RUM, KINGSTONE GOLD RUM, FALERNUM",20,Unknown,Unknown,Unknown,Unknown,Unknown,NO
7781,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,HONEY BARRIQUE,"NONINO GRAPPA BARRIQUE, GINGER, HONEY",19,Unknown,GINGER,OTHER,Ingredients,Ingredients,NO
7782,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,HONEY BARRIQUE,"NONINO GRAPPA BARRIQUE, GINGER, HONEY",19,Unknown,HONEY,OTHER,Ingredients,Ingredients,NO
7783,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Non Alcoholic,Mocktail,LOVE ON TOP,"PASSION PUREE, PINEAPPLE, FEVER-TREE LEMON TONIC",16,Unknown,Passion Puree,OTHER,Ingredients,Ingredients,NO
7784,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Non Alcoholic,Mocktail,LOVE ON TOP,"PASSION PUREE, PINEAPPLE, FEVER-TREE LEMON TONIC",16,Unknown,Pineapple,OTHER,Ingredients,Ingredients,NO
7785,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Non Alcoholic,Mocktail,LOVE ON TOP,"PASSION PUREE, PINEAPPLE, FEVER-TREE LEMON TONIC",16,Velier,Fever-tree Lemon Tonic,SOFT DRINK,Mixers,Mixers,NO
7786,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Non Alcoholic,Mocktail,DROP IT LIKE IT'S NOT,"FRESH ORANGE JUICE, SAN BITTER, FEVER-TREE TONIC WATER",16,Unknown,Fresh Orange Juice,OTHER,Ingredients,Ingredients,NO
7787,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Non Alcoholic,Mocktail,DROP IT LIKE IT'S NOT,"FRESH ORANGE JUICE, SAN BITTER, FEVER-TREE TONIC WATER",16,Velier,Fever-tree Tonic Water,SOFT DRINK,Mixers,Mixers,NO
7788,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Non Alcoholic,Mocktail,BLUEBERRY ME,"CRANBERRY JUICE, FEVER-TREE LEMON TONIC, GRANADINE SYRUP",16,Unknown,Cranberry Juice,OTHER,Ingredients,Ingredients,NO
7789,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Non Alcoholic,Mocktail,BLUEBERRY ME,"CRANBERRY JUICE, FEVER-TREE LEMON TONIC, GRANADINE SYRUP",16,Velier,Fever-tree Lemon Tonic,SOFT DRINK,Mixers,Mixers,NO
7790,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Non Alcoholic,Mocktail,BLUEBERRY ME,"CRANBERRY JUICE, FEVER-TREE LEMON TONIC, GRANADINE SYRUP",16,Unknown,Granadine Syrup,OTHER,Generic Product,Generic Product,NO
7791,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,AFTER SUNSET,"ESPOLON TEQUILA, NES PASSITO, CHARTREUSE YELLOW, AGAVE, LIME, TONIC WATER",20,Unknown,Nes Passito,WINE,Wine,Wine,NO
7792,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,HONEY BARRIQUE,"NONINO GRAPPA BARRIQUE, GINGER, HONEY",19,Nonino,Nonino Grappa,SPIRITS,Grappa,Grappa,NO
7793,RVADIO ME MILAN,Hotel bar,MILAN,"Via Marco Polo, 18, 20124, Milan",Milan,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,ORIENT EXPRESS,,19,Unknown,Orient Express,OTHER,Generic Product,Generic Product,NO
7794,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Non Alcoholic,Mocktail,DROP IT LIKE IT'S NOT,"FRESH ORANGE JUICE, SAN BITTER, FEVER-TREE TONIC WATER",16,San Pellegrino,Sanbitter,SOFT DRINK,Soft Drink,Soft Drink,NO
7795,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Bitter Is Better,"BULLDOG GIN, APERITIVO CORDUSIO, SANDEMAN PORTO, MEDITERRANEAN TONIC",22,Di Saronno,Sandeman Porto,SPIRITS,Porto,Porto,NO
7796,RVADIO ME MILAN,ROOFTOP BAR,MILAN,"Via Marco Polo, 18, 20124, Milan",MILAN,IT,Metropolitan City of Milan,3.5,Signature Cocktails,Signature_Cocktails,Do You LIKE IT HOт?,"VOV ZABAIONE, AMARETTO, BALLY AMBRE RUM, KINGSTONE GOLD RUM, FALERNUM",20,Unknown,Vov Zabaione,SPIRITS,Liquori,Liquori,NO
7797,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIRRE ARTIGIANALI,Beer,1862 KELLERBIER Media,,6,Unknown,1862 Kellerbier Media,BEER,Beer,Beer,YES
7798,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIRRE ARTIGIANALI,Beer,1862 KELLERBIER Piccola,,4,Unknown,1862 Kellerbier Piccola,BEER,Beer,Beer,YES
7799,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,AMARI CLASSICI,,4,Unknown,Amari Classici,SPIRITS,Generic Product,Generic Product,NO
7800,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,AU VODKA,,10,Au Vodka,Au,SPIRITS,Vodka,Vodka,NO
7801,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BOLLICINE,Sparkling_Wine,BELLAVISTA GRANDE CUVÉE ALMA BRUT,,,Unknown,Bellavista Grande Cuv�e Alma Brut,WINE,Wine,Wine,YES
7802,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BOLLICINE,Sparkling_Wine,BILLECART-SALMON CHAMPAGNE BRUT RESERVE,,,Velier,Billecart Salmon Brut R�serve,WINE,Champagne,Champagne,YES
7803,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,BRUGAL,,5,Velier,Brugal,SPIRITS,Rum,Rum,NO
