Region,City,Venue_Name,Customer_Type,BrandOwner,Brand,MacroCategory,Product_Category,CocktailName,Price,Top4
Veneto,Verona,La Sociale Drinks,WINE BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Daiquiri,11,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Various,Lime Juice,SOFT DRINKS,Juice,Daiquiri,11,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Various,Sugar Syrup,OTHER,Syrup,Daiquiri,11,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,13,No
Veneto,Verona,La Sociale Drinks,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,13,No
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Mavolo,Gin amuerte coca leaf black,SPIRITS,Gin,Amuerte Black Tonic,18,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Amuerte Black Tonic,18,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Brown forman,Rum Diplomático Reserva Exclusiva,SPIRITS,Rum,Diplomatico Reserva OF,18,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Various,Angostura Bitters,SPIRITS,Bitter,Diplomatico Reserva OF,18,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Various,Sugar,OTHER,Sugar,Diplomatico Reserva OF,18,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,13,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,13,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Bacardi Martini,Rum Bacardi Carta Oro,SPIRITS,Rum,Cuba Libre,9,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Coca Cola HBC,Coca Cola,SOFT DRINKS,Cola,Cuba Libre,9,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Various,Lime,OTHER,Fruit,Cuba Libre,9,Yes
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Americano,9,No
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Americano,9,No
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Various,Soda,SOFT DRINKS,Soda,Americano,9,No
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Diageo,Captain Morgan Jamaica Dark,SPIRITS,Rum,Dark & Stormy,10,No
Veneto,Verona,Cocktail Artistico Corner,WINE BAR,Fever-tree,Ginger Beer,SOFT DRINKS,Mixer,Dark & Stormy,10,No
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Mediterranean,14,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Fever-tree,Fever-Tree Mediterranean,SOFT DRINKS,Tonica,Gin Mare Mediterranean,14,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Various,Rosemary,OTHER,Herbs,Gin Mare Mediterranean,14,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Americano,8,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Americano,8,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Various,Soda,SOFT DRINKS,Soda,Americano,8,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Mojito,11,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Various,Lime Juice,SOFT DRINKS,Juice,Mojito,11,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Various,Mint,OTHER,Herbs,Mojito,11,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Various,Soda,SOFT DRINKS,Soda,Mojito,11,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Campari group,Aperol,SPIRITS,Aperitivi,Aperol Spritz,10,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Various,Prosecco,WINE,Sparkling Wine,Aperol Spritz,10,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Various,Soda,SOFT DRINKS,Soda,Aperol Spritz,10,Yes
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Pernod ricard,St. Germain Liquore Di Sambuco,SPIRITS,Liquore,St Germain Spritz,12,No
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Various,Prosecco,WINE,Sparkling Wine,St Germain Spritz,12,No
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Various,Soda,SOFT DRINKS,Soda,St Germain Spritz,12,No
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Diageo,Captain Morgan Jamaica Dark,SPIRITS,Rum,Dark & Stormy,11,No
Veneto,Verona,Bistrot Segreto Corner,ROOFTOP BAR,Fever-tree,Ginger Beer,SOFT DRINKS,Mixer,Dark & Stormy,11,No
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Martini Dry,14,Yes
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Bacardi Martini,Martini Extra Dry,SPIRITS,Vermouth,Martini Dry,14,Yes
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Milano Torino,11,Yes
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Milano Torino,11,Yes
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,14,Yes
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,14,Yes
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Americano,10,Yes
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Americano,10,Yes
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Various,Soda,SOFT DRINKS,Soda,Americano,10,Yes
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Mavolo,Gin amuerte coca leaf black,SPIRITS,Gin,Amuerte Black Tonic,18,No
Veneto,Padova,Caffè Blue Bar,ROOFTOP BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Amuerte Black Tonic,18,No
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Negroni,14,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Gin Mare Negroni,14,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Gin Mare Negroni,14,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Negroni,11,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Gin Mare Negroni,11,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Gin Mare Negroni,11,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Diageo,Gin tanqueray n. ten,SPIRITS,Gin,Gin Tonic Ten,16,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Ten,16,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Pernod ricard,St. Germain Liquore Di Sambuco,SPIRITS,Liquore,St Germain Spritz,12,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Various,Prosecco,WINE,Sparkling Wine,St Germain Spritz,12,Yes
Veneto,Padova,Club Modern Spirits,LOUNGE BAR,Various,Soda,SOFT DRINKS,Soda,St Germain Spritz,12,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Milano Torino,11,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Milano Torino,11,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Campari Spritz,12,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Various,Prosecco,WINE,Sparkling Wine,Campari Spritz,12,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Various,Soda,SOFT DRINKS,Soda,Campari Spritz,12,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Mediterranean,15,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Fever-tree,Fever-Tree Mediterranean,SOFT DRINKS,Tonica,Gin Mare Mediterranean,15,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Various,Rosemary,OTHER,Herbs,Gin Mare Mediterranean,15,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Americano,8,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Americano,8,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Various,Soda,SOFT DRINKS,Soda,Americano,8,Yes
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Mavolo,Gin amuerte coca leaf white,SPIRITS,Gin,Amuerte White Martini,11,No
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Bacardi Martini,Martini Extra Dry,SPIRITS,Vermouth,Amuerte White Martini,11,No
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Various,Olive,OTHER,Garnish,Amuerte White Martini,11,No
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Diageo,Gin tanqueray n. ten,SPIRITS,Gin,Gin Tonic Ten,16,No
Veneto,Vicenza,Bistrot Bohemien Room,RISTORANTE,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Ten,16,No
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Pernod ricard,St. Germain Liquore Di Sambuco,SPIRITS,Liquore,St Germain Spritz,11,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Various,Prosecco,WINE,Sparkling Wine,St Germain Spritz,11,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Various,Soda,SOFT DRINKS,Soda,St Germain Spritz,11,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Bacardi Martini,Rum Bacardi Carta Oro,SPIRITS,Rum,Cuba Libre,8,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Coca Cola HBC,Coca Cola,SOFT DRINKS,Cola,Cuba Libre,8,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Various,Lime,OTHER,Fruit,Cuba Libre,8,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Campari Spritz,13,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Various,Prosecco,WINE,Sparkling Wine,Campari Spritz,13,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Various,Soda,SOFT DRINKS,Soda,Campari Spritz,13,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Pernod ricard,Gin Beefeater,SPIRITS,Gin,Beefeater Negroni,14,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Beefeater Negroni,14,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Beefeater Negroni,14,Yes
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Brown forman,Gentleman Jack,SPIRITS,American Whisky,Gentleman Jack Sour,17,No
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Various,Lemon Juice,SOFT DRINKS,Juice,Gentleman Jack Sour,17,No
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Various,Sugar Syrup,OTHER,Syrup,Gentleman Jack Sour,17,No
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni,12,No
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Negroni,12,No
Veneto,Vicenza,Cocktail Golden Club,WINE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni,12,No
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Pernod ricard,Gin Beefeater,SPIRITS,Gin,Beefeater Negroni,12,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Beefeater Negroni,12,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Beefeater Negroni,12,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Diageo,Captain Morgan Jamaica Dark,SPIRITS,Rum,Dark & Stormy,13,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Fever-tree,Ginger Beer,SOFT DRINKS,Mixer,Dark & Stormy,13,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Campari group,Aperol,SPIRITS,Aperitivi,Aperol Spritz,10,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Various,Prosecco,WINE,Sparkling Wine,Aperol Spritz,10,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Various,Soda,SOFT DRINKS,Soda,Aperol Spritz,10,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,10,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,10,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Pernod ricard,Gin Beefeater,SPIRITS,Gin,Beefeater Negroni,11,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Beefeater Negroni,11,Yes
Veneto,Vicenza,Caffè Artistico Cocktails,LOUNGE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Beefeater Negroni,11,Yes
Veneto,Treviso,La Antico Spirits,HOTEL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Americano,9,Yes
Veneto,Treviso,La Antico Spirits,HOTEL BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Americano,9,Yes
Veneto,Treviso,La Antico Spirits,HOTEL BAR,Various,Soda,SOFT DRINKS,Soda,Americano,9,Yes
Veneto,Treviso,La Antico Spirits,HOTEL BAR,Diageo,Johnnie walker black label,SPIRITS,Scotch Whisky,Johnnie Walker Highball,11,Yes
Veneto,Treviso,La Antico Spirits,HOTEL BAR,Various,Soda,SOFT DRINKS,Soda,Johnnie Walker Highball,11,Yes
Veneto,Treviso,La Antico Spirits,HOTEL BAR,Mavolo,Gin amuerte coca leaf black,SPIRITS,Gin,Amuerte Black Tonic,14,Yes
Veneto,Treviso,La Antico Spirits,HOTEL BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Amuerte Black Tonic,14,Yes
Veneto,Treviso,La Antico Spirits,HOTEL BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,12,Yes
Veneto,Treviso,La Antico Spirits,HOTEL BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,12,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni Sbagliato,13,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni Sbagliato,13,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Various,Prosecco,WINE,Sparkling Wine,Negroni Sbagliato,13,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Mediterranean,14,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Fever-tree,Fever-Tree Mediterranean,SOFT DRINKS,Tonica,Gin Mare Mediterranean,14,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Various,Rosemary,OTHER,Herbs,Gin Mare Mediterranean,14,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Negroni,14,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Gin Mare Negroni,14,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Gin Mare Negroni,14,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Bacardi Martini,Gin bombay sapphire,SPIRITS,Gin,Bombay Sapphire GT,13,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Bombay Sapphire GT,13,Yes
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Martini Dry,14,No
Veneto,Treviso,Lounge Verde Place,LOUNGE BAR,Bacardi Martini,Martini Extra Dry,SPIRITS,Vermouth,Martini Dry,14,No
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Campari group,Aperol,SPIRITS,Aperitivi,Aperol Spritz,11,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Various,Prosecco,WINE,Sparkling Wine,Aperol Spritz,11,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Various,Soda,SOFT DRINKS,Soda,Aperol Spritz,11,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Mavolo,Gin Bobby's,SPIRITS,Gin,Bobby Gin Tonic,10,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Bobby Gin Tonic,10,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Various,Cloves,OTHER,Spices,Bobby Gin Tonic,10,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Americano,8,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Americano,8,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Various,Soda,SOFT DRINKS,Soda,Americano,8,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Pernod ricard,St. Germain Liquore Di Sambuco,SPIRITS,Liquore,St Germain Spritz,10,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Various,Prosecco,WINE,Sparkling Wine,St Germain Spritz,10,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Various,Soda,SOFT DRINKS,Soda,St Germain Spritz,10,Yes
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Mavolo,Gin amuerte coca leaf red,SPIRITS,Gin,Amuerte Red Negroni,15,No
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Amuerte Red Negroni,15,No
Veneto,Treviso,Il Raffinato Drinks,WINE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Amuerte Red Negroni,15,No
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Diageo,Captain Morgan Jamaica Dark,SPIRITS,Rum,Dark & Stormy,12,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Fever-tree,Ginger Beer,SOFT DRINKS,Mixer,Dark & Stormy,12,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni,13,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Negroni,13,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni,13,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Bacardi Martini,Rum Havana Club 3 Anni,SPIRITS,Rum,Havana 3 Mojito,13,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Various,Lime Juice,SOFT DRINKS,Juice,Havana 3 Mojito,13,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Various,Mint,OTHER,Herbs,Havana 3 Mojito,13,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Various,Soda,SOFT DRINKS,Soda,Havana 3 Mojito,13,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Bacardi Martini,aperitivo martini rosato,SPIRITS,Aperitivi,Martini Rosato Spritz,10,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Various,Prosecco,WINE,Sparkling Wine,Martini Rosato Spritz,10,Yes
Emilia-Romagna,Bologna,Speakeasy Artistico Bar,LOUNGE BAR,Various,Soda,SOFT DRINKS,Soda,Martini Rosato Spritz,10,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Bacardi Martini,Rum Bacardi Carta Oro,SPIRITS,Rum,Cuba Libre,9,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Coca Cola HBC,Coca Cola,SOFT DRINKS,Cola,Cuba Libre,9,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Various,Lime,OTHER,Fruit,Cuba Libre,9,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,12,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,12,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Brown forman,Gentleman Jack,SPIRITS,American Whisky,Gentleman Jack Sour,15,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Various,Lemon Juice,SOFT DRINKS,Juice,Gentleman Jack Sour,15,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Various,Sugar Syrup,OTHER,Syrup,Gentleman Jack Sour,15,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,12,Yes
Emilia-Romagna,Bologna,Lounge Urban Club,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,12,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Pernod ricard,Jameson Irish Whiskey Triple Distilled,SPIRITS,Irish Whisky,Jameson Ginger,11,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Various,Ginger Ale,SOFT DRINKS,Mixer,Jameson Ginger,11,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Bacardi Martini,Gin bombay sapphire,SPIRITS,Gin,Bombay Sapphire GT,10,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Bombay Sapphire GT,10,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Diageo,Baileys Original Irish Cream,SPIRITS,Liquore,Espresso Martini,11,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Various,Vodka,SPIRITS,Vodka,Espresso Martini,11,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Various,Espresso,SOFT DRINKS,Coffee,Espresso Martini,11,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Garibaldi,8,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Various,Orange Juice,SOFT DRINKS,Juice,Garibaldi,8,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Diageo,Baileys Original Irish Cream,SPIRITS,Liquore,Espresso Martini,11,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Various,Vodka,SPIRITS,Vodka,Espresso Martini,11,Yes
Emilia-Romagna,Bologna,Club Centrale Place,COCKTAIL BAR,Various,Espresso,SOFT DRINKS,Coffee,Espresso Martini,11,Yes
Emilia-Romagna,Modena,Il Raffinato House,COCKTAIL BAR,Mavolo,Gin amuerte coca leaf blue,SPIRITS,Gin,Amuerte Blue Collins,14,Yes
Emilia-Romagna,Modena,Il Raffinato House,COCKTAIL BAR,Various,Lemon Juice,SOFT DRINKS,Juice,Amuerte Blue Collins,14,Yes
Emilia-Romagna,Modena,Il Raffinato House,COCKTAIL BAR,Various,Sugar Syrup,OTHER,Syrup,Amuerte Blue Collins,14,Yes
Emilia-Romagna,Modena,Il Raffinato House,COCKTAIL BAR,Various,Soda,SOFT DRINKS,Soda,Amuerte Blue Collins,14,Yes
Emilia-Romagna,Modena,Il Raffinato House,COCKTAIL BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Mojito,12,Yes
Emilia-Romagna,Modena,Il Raffinato House,COCKTAIL BAR,Various,Lime Juice,SOFT DRINKS,Juice,Mojito,12,Yes
Emilia-Romagna,Modena,Il Raffinato House,COCKTAIL BAR,Various,Mint,OTHER,Herbs,Mojito,12,Yes
